# task=cylinder
# algo=PPO
# checkpoint=/home/tan/hora/BrainCo/outputs/revo3_right/run_cylinder_v2_continue/stage1_nn/last.pth
# policy_dt_sec=0.050000
# policy_hz=20.000000
# action_semantics=delta
# action_formula=target=prev_target+(1/24)*raw_action then clamp(joint_limits)
# raw_action_definition=policy clamped delta output mu (pre delta-integration, [-1,1])
# target_definition=cur_targets (delta-accumulated + joint-limit clamped, used in PD formula)
# jointpos_definition=hand.data.joint_pos (absolute joint angles, rad)
# joint_order=0:right_index_MPR_joint, 1:right_little_MPR_joint, 2:right_middle_MPR_joint, 3:right_ring_MPR_joint, 4:right_thumb_CMP_joint, 5:right_index_MCP_joint, 6:right_little_MCP_joint, 7:right_middle_MCP_joint, 8:right_ring_MCP_joint, 9:right_thumb_CMR_joint, 10:right_index_PIP_joint, 11:right_little_PIP_joint, 12:right_middle_PIP_joint, 13:right_ring_PIP_joint, 14:right_thumb_MCP_joint, 15:right_index_DIP_joint, 16:right_little_DIP_joint, 17:right_middle_DIP_joint, 18:right_ring_DIP_joint, 19:right_thumb_PIP_joint, 20:right_thumb_DIP_joint

frame=081 t= 4.050s reward=+0.395320 done=0 raw_action=[-0.617987, -0.340654, -1.000000, -0.738742, +1.000000, +0.461634, -1.000000, +0.158380, -0.654350, +0.658588, -0.548649, -0.495418, +0.434660, +0.207477, -0.296024, -0.146144, +0.129765, -0.610017, -0.544425, -0.556978, +0.494669]
frame=082 t= 4.100s reward=+1.064628 done=0 raw_action=[-0.048940, +0.181710, -1.000000, -1.000000, +1.000000, +0.487740, -1.000000, -0.336030, -0.997185, +1.000000, -0.124708, -0.158591, +0.736462, -0.071638, -0.314973, -0.819506, -0.458643, -0.521545, -0.632394, -0.328745, +0.838776]
frame=083 t= 4.150s reward=+0.907836 done=0 raw_action=[+0.543666, +0.403574, -1.000000, -1.000000, +1.000000, +0.532820, -1.000000, -0.854445, -1.000000, +1.000000, +0.584487, +0.194040, +0.711007, -0.354953, -0.357498, -0.751990, -0.765015, -0.183823, -1.000000, -0.185021, +0.714025]
frame=084 t= 4.200s reward=+0.998239 done=0 raw_action=[-0.215853, -0.153222, -1.000000, -0.621732, +1.000000, +0.660425, -1.000000, -1.000000, -0.611859, +1.000000, +0.441173, +0.388400, +0.116779, -0.028614, -0.534609, -0.676755, +0.386980, +0.442832, -0.279657, +1.000000, -0.066288]
frame=085 t= 4.250s reward=+0.734907 done=0 raw_action=[-0.400398, -0.065349, -1.000000, -0.737025, +1.000000, +0.590545, -0.170516, -1.000000, +0.162560, +1.000000, -0.842409, +0.427226, -0.615629, +0.376832, -1.000000, -1.000000, +1.000000, +1.000000, +0.474531, +1.000000, -0.371265]
frame=086 t= 4.300s reward=+1.069968 done=0 raw_action=[-0.732334, +0.950175, -0.801094, -0.011848, +1.000000, -0.020641, +1.000000, -1.000000, +0.239716, +1.000000, -1.000000, +0.624729, -0.591349, +0.637555, -1.000000, -1.000000, +1.000000, +0.946205, +1.000000, +1.000000, +0.123359]
frame=087 t= 4.350s reward=+1.000391 done=0 raw_action=[+0.146940, +0.056542, +0.820636, +0.593983, +0.665205, -0.159083, +1.000000, -1.000000, -0.996880, +0.869819, -1.000000, +0.959072, -0.543313, +0.408137, -0.200904, -0.693127, -0.060198, -0.109208, +1.000000, -0.301365, -0.411728]
frame=088 t= 4.400s reward=+1.044333 done=0 raw_action=[+0.067751, -0.580380, +1.000000, +0.591117, +0.559097, +0.215320, +1.000000, +0.515353, +0.115588, +1.000000, -0.069818, +0.925468, -0.405176, +1.000000, +0.215661, +0.437429, -1.000000, +0.137713, +1.000000, -0.851318, -0.384911]
frame=089 t= 4.450s reward=+0.841882 done=0 raw_action=[+0.042342, -0.193796, +1.000000, -0.175954, +0.796924, +0.122290, +1.000000, -0.191970, +1.000000, +0.794192, +0.101396, +0.753098, -0.958723, +0.496001, +0.292901, +0.446650, -0.640282, +0.007194, +0.379830, -0.217489, -0.455701]
frame=090 t= 4.500s reward=+0.866566 done=0 raw_action=[-0.147846, +0.385136, +1.000000, -0.478786, +0.953223, +0.342587, +1.000000, +0.453855, +0.486066, +0.113540, +0.513659, +0.092659, -0.384828, +0.007875, +0.290545, +0.725698, -0.458509, +0.133862, -0.047483, -0.580371, -0.344506]
frame=091 t= 4.550s reward=-0.964000 done=0 raw_action=[-0.406520, +0.710170, +0.159135, -0.577064, +1.000000, -0.100816, +1.000000, +1.000000, +0.289636, -0.408351, +0.159844, -0.422845, +0.150295, +0.340117, +0.101396, +0.126992, -0.486802, -0.228815, +0.205407, -0.641067, -0.426174]
frame=092 t= 4.600s reward=+1.132504 done=0 raw_action=[+0.148703, +0.692033, -1.000000, -1.000000, +1.000000, -0.934809, +1.000000, +0.246644, +0.431155, -0.944385, -0.020071, -0.516490, -0.285214, +0.634108, +0.242306, +0.120296, -0.208452, -0.911234, -0.001240, -0.335084, -0.076749]
frame=093 t= 4.650s reward=+1.137971 done=0 raw_action=[+0.351095, +0.705551, -0.597908, -0.636063, +1.000000, +0.145033, -0.015141, +0.819669, -0.063742, -1.000000, +1.000000, -0.541189, -0.028939, +0.204045, +0.931794, +0.597355, -0.822779, -0.055623, -0.317268, -0.303725, +0.438268]
frame=094 t= 4.700s reward=+1.147497 done=0 raw_action=[+0.304934, +0.581176, -0.162756, -0.602358, +1.000000, -0.435488, -0.038764, +0.700718, +0.144452, -1.000000, +1.000000, -0.471980, +0.231450, -0.571611, +0.972673, +0.490596, -0.405194, -0.172461, -0.016986, +0.154923, +0.402997]
frame=095 t= 4.750s reward=+1.085726 done=0 raw_action=[+0.549745, +1.000000, +0.598669, -0.316365, +1.000000, -0.010739, +0.118682, -0.405787, +0.833738, -1.000000, +1.000000, -1.000000, -0.051457, -0.220829, +0.355577, +0.007680, -0.742760, +0.083326, -0.122297, +0.432659, +0.360908]
frame=096 t= 4.800s reward=+1.021792 done=0 raw_action=[+0.658775, +0.857071, +1.000000, +0.300365, +1.000000, +0.052850, +0.150595, -0.620823, +0.207894, -1.000000, +1.000000, -1.000000, +0.297844, -0.886691, -0.349915, +0.034285, -0.214404, +0.354321, -0.151374, +0.449779, +0.099063]
frame=097 t= 4.850s reward=+1.070668 done=0 raw_action=[+0.484972, -1.000000, +1.000000, +1.000000, +0.782265, +0.254779, -0.165335, +0.175266, -0.245999, -1.000000, +1.000000, -0.612206, +0.102828, -1.000000, -0.100276, -0.105387, -0.249799, +0.532951, -0.031515, +0.620876, -0.012475]
frame=098 t= 4.900s reward=+0.167286 done=0 raw_action=[+0.698924, -1.000000, +1.000000, +1.000000, +0.864419, +0.855276, -0.246208, +0.586964, +0.328747, -1.000000, -0.153223, +0.210896, +0.281715, -0.688000, +0.058311, -0.629193, +0.122467, +0.652292, -0.001325, +0.527696, -0.025954]
frame=099 t= 4.950s reward=+1.026884 done=0 raw_action=[+0.690017, -1.000000, +1.000000, +1.000000, +1.000000, +0.819252, -0.737282, +0.979302, +0.858087, -0.922710, -0.708619, +1.000000, +0.225355, -0.349477, +0.138906, +0.020751, +0.424774, +0.542630, +0.031424, +0.011404, -0.477644]
frame=100 t= 5.000s reward=+1.040537 done=0 raw_action=[+0.252391, -1.000000, +1.000000, +0.382526, +1.000000, +0.895267, -1.000000, +0.856119, +0.147836, -0.727725, -0.614013, +0.882503, -0.005955, -0.520687, +0.284024, +0.523647, +1.000000, -0.134843, +0.307908, -0.376064, -0.827198]
frame=101 t= 5.050s reward=+1.074839 done=0 raw_action=[+0.092976, -0.439353, +0.304914, -0.382233, +1.000000, +0.658039, -0.985572, +0.383780, -1.000000, -0.374353, -0.716138, +0.051597, -0.408923, -0.022045, +0.305128, +0.069820, +0.923162, -0.753691, -0.437252, -0.494977, -0.492816]
frame=102 t= 5.100s reward=+0.454775 done=0 raw_action=[-0.160164, -0.245917, -1.000000, -0.876640, +1.000000, +0.613116, -0.664308, +0.482105, -0.868298, +0.574799, -0.506468, -0.711691, +0.233208, +0.475784, -0.100089, +0.166525, +0.108895, -1.000000, -0.771480, -0.934566, +0.319864]
frame=103 t= 5.150s reward=+1.024728 done=0 raw_action=[-0.028208, -0.207000, -1.000000, -0.994851, +1.000000, +0.704374, -0.828015, -0.201282, -0.999881, +1.000000, +0.098394, -0.698595, +0.443090, +0.082519, -0.390447, -0.215834, -0.529385, -1.000000, -0.690754, -0.625327, +0.828942]
frame=104 t= 5.200s reward=+1.077252 done=0 raw_action=[-0.010019, +0.155198, -1.000000, -1.000000, +1.000000, +0.686072, -1.000000, -0.559444, -1.000000, +1.000000, +0.258483, -0.031756, +0.774906, -0.231093, +0.246397, -0.795930, -0.578116, -0.347964, -0.244500, -0.051484, +0.790324]
frame=105 t= 5.250s reward=+0.711344 done=0 raw_action=[-0.016322, -0.084168, -1.000000, -0.596684, +1.000000, +0.685436, -1.000000, -1.000000, -0.436655, +1.000000, +0.304243, +0.149252, +0.333641, -0.022729, -0.409288, -0.991440, -0.118847, +0.063028, -0.609484, +0.635933, +0.475705]
frame=106 t= 5.300s reward=+0.935505 done=0 raw_action=[-0.648315, -0.265440, -1.000000, -0.646701, +1.000000, +0.374588, -1.000000, -1.000000, +0.069137, +1.000000, -0.278268, +0.034415, +0.397510, -0.069511, -0.845282, -1.000000, +0.593589, +0.782561, -0.573594, +1.000000, -0.277596]
frame=107 t= 5.350s reward=+0.872482 done=0 raw_action=[-0.252906, +0.312535, -1.000000, -0.368065, +1.000000, +0.090330, +0.563610, -1.000000, +0.157308, +1.000000, -1.000000, +0.534493, -0.259596, +0.220598, -1.000000, -1.000000, +1.000000, +0.980304, +0.320199, +1.000000, -0.007861]
frame=108 t= 5.400s reward=+1.063916 done=0 raw_action=[-0.645501, +1.000000, -0.574765, +0.465024, +1.000000, -0.480593, +1.000000, -1.000000, +0.121671, +0.996926, -1.000000, +0.851168, -0.747318, +1.000000, -1.000000, -1.000000, +1.000000, +0.530004, +1.000000, +1.000000, +0.197711]
frame=109 t= 5.450s reward=+0.844322 done=0 raw_action=[-0.026120, -0.192105, +1.000000, +0.838292, +0.444495, -0.172397, +1.000000, -0.841871, -1.000000, +1.000000, -1.000000, +1.000000, -0.572749, +0.618598, -0.328358, -0.921492, -0.246932, -0.017120, +1.000000, -0.448374, -0.133042]
frame=110 t= 5.500s reward=+1.085519 done=0 raw_action=[-0.036638, -0.627494, +1.000000, +0.283148, +0.548852, +0.385721, +1.000000, +0.312981, +0.349445, +0.967098, -0.178682, +0.765446, -0.311486, +0.975334, +0.340649, +0.041577, -1.000000, +0.276322, +1.000000, -0.741803, -0.534826]
frame=111 t= 5.550s reward=+0.894405 done=0 raw_action=[+0.066141, -0.090667, +1.000000, -0.551690, +0.626052, +0.271629, +1.000000, -0.045855, +1.000000, +1.000000, +0.136409, +0.229871, -0.533499, +0.199017, -0.058878, +0.572518, -0.995819, -0.207288, +0.452207, -0.378737, -0.434032]
frame=112 t= 5.600s reward=+0.940382 done=0 raw_action=[-0.058674, +0.344015, +1.000000, -0.464073, +0.906766, +0.157895, +1.000000, +0.278696, +0.635528, +0.043573, +0.170546, +0.209809, -0.173052, +0.240498, +0.173062, +0.619896, -0.409134, +0.116657, -0.113106, -0.432550, -0.577692]
frame=113 t= 5.650s reward=+0.492081 done=0 raw_action=[+0.215490, +0.642848, -0.018464, -0.929689, +0.981699, +0.252204, +1.000000, +0.370691, +0.368206, -0.710190, +0.383231, -0.322293, -0.241950, +0.097874, +0.298789, +0.312612, -0.431648, -0.167750, -0.073647, -0.307803, +0.075143]
frame=114 t= 5.700s reward=+1.140397 done=0 raw_action=[-0.244283, +0.567401, -1.000000, -1.000000, +1.000000, -0.794244, +1.000000, +0.277291, +0.051156, -0.991742, +0.398707, -0.417268, -0.270631, +0.292586, +0.570496, +0.417419, -0.174569, -0.751439, -0.156500, -0.208203, +0.222332]
frame=115 t= 5.750s reward=+1.113843 done=0 raw_action=[+0.248024, +0.944411, -0.732228, -1.000000, +1.000000, +0.049414, -0.045089, +0.614083, +0.278999, -1.000000, +1.000000, -0.612097, +0.080030, +0.367299, +0.609357, +0.316726, -0.680270, -0.332205, +0.150144, -0.259098, +0.446872]
frame=116 t= 5.800s reward=-0.332781 done=0 raw_action=[+0.498528, +0.486714, +0.369637, -0.972996, +1.000000, -0.361711, -0.512750, +0.500973, -0.026061, -1.000000, +1.000000, -0.417203, +0.036900, -0.711892, +1.000000, +0.180663, -0.209491, -0.087535, -0.265272, +0.414564, +0.299612]
frame=117 t= 5.850s reward=+1.096517 done=0 raw_action=[+0.206607, +0.997727, +0.410331, -0.411311, +1.000000, -1.000000, +0.773951, +0.285470, +0.041607, -1.000000, +0.882767, -0.604805, +0.657620, -0.938077, +0.420851, -0.186260, +0.120234, -0.136971, -0.256018, -0.405408, -0.403029]
frame=118 t= 5.900s reward=-1.116287 done=0 raw_action=[+1.000000, +0.029660, +1.000000, +0.862313, +1.000000, -0.691616, +0.524842, -0.049199, +0.268823, -1.000000, +1.000000, -0.951430, +0.472966, -0.335651, +0.287000, -0.064252, -0.189574, +0.033265, +0.088076, +0.580861, -0.023024]
frame=119 t= 5.950s reward=+1.087659 done=0 raw_action=[-0.107221, -1.000000, +1.000000, +0.608251, +0.816581, +1.000000, -0.411985, -0.403602, +1.000000, -0.888844, -0.296363, -0.886349, +0.651983, -0.421220, -0.889852, +0.220113, +0.025112, +0.679445, -0.114112, +0.656635, +0.058618]
frame=120 t= 6.000s reward=+0.967355 done=0 raw_action=[+0.262678, -1.000000, +1.000000, +0.721300, +0.856223, +1.000000, -0.910422, +0.288969, +1.000000, -0.842603, -0.314133, +0.122179, +0.228463, -0.752773, +0.191345, +0.404486, +0.468536, +0.300628, +0.130769, +0.754934, +0.242876]
frame=121 t= 6.050s reward=+1.062080 done=0 raw_action=[+0.209506, -1.000000, +1.000000, +0.402970, +1.000000, +1.000000, -1.000000, +0.454127, -0.098262, -0.693409, -0.199840, +0.447259, -0.077069, -0.855987, +0.106834, +0.364369, +0.630153, +0.330120, -0.192742, -0.245694, -0.190964]
frame=122 t= 6.100s reward=+1.062986 done=0 raw_action=[+0.280733, -1.000000, +1.000000, +0.537305, +1.000000, +0.796313, -1.000000, +0.939246, -0.362814, -0.698461, -0.383979, +0.530208, -0.274371, -0.279401, +0.186133, +0.079193, +0.637916, +0.157988, +0.003577, -0.373917, -0.460055]
frame=123 t= 6.150s reward=+1.011874 done=0 raw_action=[-0.144492, -0.202601, -0.759481, -0.518578, +1.000000, +0.450554, -1.000000, +0.404695, -0.519286, -0.054504, -0.944177, -0.283880, -0.330989, +0.477131, -0.162632, -0.584867, +0.652603, -1.000000, -0.890574, -1.000000, -0.247347]
frame=124 t= 6.200s reward=+0.841344 done=0 raw_action=[-0.271525, -0.034792, -1.000000, -1.000000, +1.000000, +0.715738, -1.000000, +0.089609, -1.000000, +0.920837, -0.365426, -0.391656, +0.112150, -0.050403, +0.152947, -0.454292, +0.164202, -0.825064, -0.486266, -0.245959, +0.957939]
frame=125 t= 6.250s reward=+1.054034 done=0 raw_action=[-0.174594, -0.128830, -1.000000, -1.000000, +1.000000, +0.670528, -1.000000, -0.401382, -1.000000, +1.000000, +0.015792, -0.357136, +0.631643, -0.153251, -0.362842, -0.548532, -0.485827, -0.369173, -0.749776, -0.250093, +1.000000]
frame=126 t= 6.300s reward=+0.984630 done=0 raw_action=[+0.054758, +0.112111, -1.000000, -0.848921, +1.000000, +0.680760, -1.000000, -0.863956, -0.916843, +1.000000, +0.467597, +0.109826, +0.826426, -0.011662, -0.255366, -0.571207, -0.267427, +0.113112, -0.336289, +0.260304, +0.427399]
frame=127 t= 6.350s reward=+0.836786 done=0 raw_action=[-0.472968, -0.210879, -1.000000, -0.386953, +1.000000, +0.206722, -0.975282, -0.935612, -0.195152, +1.000000, -0.279675, +0.370568, +0.063731, +0.050706, -0.978786, -1.000000, +0.378544, +0.240936, -0.568476, +0.780428, -0.540854]
frame=128 t= 6.400s reward=+0.460227 done=0 raw_action=[-0.556630, -0.021997, -1.000000, -0.381355, +1.000000, +0.111319, +0.285720, -1.000000, +0.522739, +1.000000, -1.000000, +0.540231, -0.262563, +0.119004, -1.000000, -1.000000, +1.000000, +0.755138, +0.383523, +1.000000, -0.168940]
frame=129 t= 6.450s reward=+1.072777 done=0 raw_action=[-0.348911, +0.989799, -0.566339, +0.566101, +0.915316, -0.346624, +1.000000, -1.000000, -0.240469, +1.000000, -1.000000, +0.983148, -0.477120, +0.915877, -0.987046, -1.000000, +1.000000, +0.610920, +1.000000, +0.896553, +0.463136]
frame=130 t= 6.500s reward=+1.090634 done=0 raw_action=[-0.024493, -0.256003, +1.000000, +0.712036, +0.520108, +0.064696, +1.000000, -0.281878, -0.809246, +1.000000, -0.856898, +1.000000, -0.664413, +0.791494, -0.019629, -0.579047, -0.478982, +0.584523, +1.000000, -0.295611, -0.172456]
frame=131 t= 6.550s reward=+0.936173 done=0 raw_action=[-0.088222, -0.033290, +1.000000, +0.092509, +0.548862, +0.421931, +1.000000, -0.017545, +0.406317, +1.000000, -0.130498, +0.779761, -0.733230, +0.513410, -0.229466, -0.160821, -1.000000, +0.129476, +1.000000, -0.365040, -0.152949]
frame=132 t= 6.600s reward=+0.784843 done=0 raw_action=[+0.269159, -0.028836, +1.000000, -0.343907, +0.778079, +0.313090, +1.000000, +0.271039, +0.470954, +0.583072, +0.509504, +0.723007, -0.317083, +0.350745, +0.226518, +0.548019, -0.879274, +0.017590, +0.293286, -0.804508, -0.604336]
frame=133 t= 6.650s reward=+0.288801 done=0 raw_action=[-0.271516, -0.073801, +1.000000, -0.641156, +0.983797, +0.048712, +1.000000, +0.803264, +0.710463, +0.239310, +0.145018, +0.044639, -0.008256, +0.457885, +0.433546, +0.551025, -0.510921, -0.168480, +0.234887, -0.773432, -0.751393]
frame=134 t= 6.700s reward=+0.801577 done=0 raw_action=[+0.063275, +0.423342, -0.750280, -1.000000, +1.000000, -0.607274, +1.000000, -0.067701, +0.296974, -0.242253, -0.071123, -0.272792, -0.416504, +0.017874, +0.245373, +0.231370, -0.477994, -0.739489, -0.201585, -0.321306, -0.279979]
frame=135 t= 6.750s reward=+1.116217 done=0 raw_action=[-0.157989, +0.604516, -0.835208, -0.958100, +1.000000, +0.041932, +0.837929, +0.797042, +0.450295, -0.842815, +0.786095, -0.464967, -0.281517, +0.490517, +0.488506, +0.838716, -0.518822, -0.042624, +0.112929, -0.238400, +0.190185]
frame=136 t= 6.800s reward=+1.115250 done=0 raw_action=[+0.528642, +0.594612, -0.476135, -0.893140, +1.000000, -0.157998, +0.204615, +0.540456, -0.376753, -1.000000, +0.905511, -0.427977, -0.153412, -0.081619, +0.782466, +0.330519, -0.438223, -0.061423, -0.097294, +0.049741, +0.298461]
frame=137 t= 6.850s reward=+1.126364 done=0 raw_action=[+0.337450, +0.589158, +0.143967, -1.000000, +1.000000, -0.089772, -0.151400, +0.307083, +0.289387, -1.000000, +1.000000, -0.707797, -0.044723, +0.333282, +0.980308, +0.183226, -0.057406, -0.344479, -0.222416, +0.344593, +0.145763]
frame=138 t= 6.900s reward=-1.373896 done=0 raw_action=[+0.368167, +0.982790, +0.757475, -0.797886, +1.000000, -0.413200, +0.038768, -0.164165, +0.205027, -1.000000, +1.000000, -0.946415, +0.244475, -0.869349, +0.650719, -0.349046, +0.177153, -0.006269, -0.199980, +0.167866, +0.065579]
frame=139 t= 6.950s reward=+1.078511 done=0 raw_action=[+0.021358, +1.000000, +0.112570, -0.871054, +1.000000, -0.663685, +1.000000, -1.000000, +0.432112, -1.000000, +0.291125, -1.000000, +0.110001, -0.765896, -0.592839, -0.447324, +0.624884, +0.100228, -0.515974, -0.267213, -0.380078]
frame=140 t= 7.000s reward=+0.922259 done=0 raw_action=[+0.910395, -0.037266, +1.000000, +0.678096, +1.000000, +0.001781, +0.011536, +0.399875, -0.263583, -1.000000, +1.000000, -0.650131, +0.793153, -0.380294, +0.423456, +0.331150, -0.486509, +0.165537, +0.286369, +0.596977, +0.556506]
frame=141 t= 7.050s reward=-0.032693 done=0 raw_action=[+0.431632, -1.000000, +1.000000, +1.000000, +1.000000, +0.831250, -0.330062, +0.463329, +0.676298, -0.987993, +0.004196, -0.338757, +0.808637, -0.613369, -0.165047, +0.120758, -0.610080, +0.176342, -0.076219, -0.146969, -0.245566]
frame=142 t= 7.100s reward=-0.403173 done=0 raw_action=[+0.682477, -1.000000, +1.000000, +1.000000, +0.998178, +1.000000, -0.790864, +0.605033, +0.996212, -0.925013, -0.576358, +0.387424, +0.211773, -0.707216, -0.053925, +0.036134, -0.303859, +0.433254, -0.355941, +0.417406, +0.139171]
frame=143 t= 7.150s reward=+1.028404 done=0 raw_action=[+0.236592, -1.000000, +1.000000, +0.702754, +1.000000, +0.692663, -1.000000, +1.000000, +0.426612, -0.761465, -0.651064, +0.788809, +0.185892, -0.668361, +0.156501, +0.272671, +0.876683, +0.411139, +0.203236, +0.217725, -0.207786]
frame=144 t= 7.200s reward=+0.592106 done=0 raw_action=[+0.228181, -0.983427, +0.951483, +0.383511, +1.000000, +0.715735, -1.000000, +0.622099, -0.413076, -0.632840, -0.569466, +0.310943, -0.261073, -0.110650, +0.068570, +0.147239, +0.983952, +0.009536, -0.224654, -0.718655, -0.757200]
frame=145 t= 7.250s reward=+1.019757 done=0 raw_action=[-0.533095, -0.393338, -1.000000, -1.000000, +1.000000, +0.882153, -1.000000, +0.556077, -1.000000, +0.605205, -0.687333, -0.559796, -0.076164, +0.120996, -0.202175, -0.119114, +0.992525, -1.000000, -0.381798, -0.251781, +0.253113]
frame=146 t= 7.300s reward=+1.067204 done=0 raw_action=[-0.093636, -0.252582, -1.000000, -1.000000, +1.000000, +1.000000, -1.000000, +0.010141, -1.000000, +1.000000, +0.095650, -0.795424, +0.376880, +0.344206, -0.100578, +0.015858, -0.022332, -1.000000, -0.386847, -0.427984, +0.643830]
frame=147 t= 7.350s reward=+1.075117 done=0 raw_action=[-0.067340, -0.001303, -1.000000, -1.000000, +1.000000, +0.892232, -1.000000, -0.798324, -1.000000, +1.000000, +0.289410, -0.332070, +0.788356, -0.198781, +0.078892, -0.528936, -0.652026, -0.536468, -0.706519, +0.124328, +0.963216]
frame=148 t= 7.400s reward=-0.265634 done=0 raw_action=[+0.312724, +0.260118, -1.000000, -1.000000, +1.000000, +0.752718, -1.000000, -1.000000, -1.000000, +1.000000, +0.812990, +0.192722, +0.569420, -0.189468, -0.230276, -0.857884, -0.518416, +0.036504, -0.762843, +0.203496, +0.231390]
frame=149 t= 7.450s reward=+1.007334 done=0 raw_action=[-0.746597, -0.256998, -1.000000, -0.797699, +1.000000, +0.284164, -0.805074, -1.000000, +0.415651, +1.000000, -0.800653, +0.309332, +0.175107, +0.327766, -1.000000, -1.000000, +0.763126, +0.697076, -0.416711, +1.000000, -0.531317]
frame=150 t= 7.500s reward=+1.062806 done=0 raw_action=[-0.651818, +0.257831, -1.000000, -0.573012, +1.000000, -0.138073, +0.315667, -1.000000, +0.433009, +1.000000, -1.000000, +0.749438, -0.257731, +0.056592, -1.000000, -1.000000, +1.000000, +0.749865, +0.320841, +1.000000, -0.215153]
frame=151 t= 7.550s reward=+1.079054 done=0 raw_action=[-0.177065, +0.724153, -0.129089, +0.284176, +0.889049, -0.191017, +1.000000, -1.000000, -0.343819, +0.948756, -1.000000, +0.970581, -0.915706, +0.921729, -0.883594, -1.000000, +1.000000, +0.408278, +1.000000, +0.980734, +0.481928]
frame=152 t= 7.600s reward=+0.974018 done=0 raw_action=[-0.118314, -0.249611, +0.877258, +0.611819, +0.477211, -0.392592, +1.000000, -0.175509, -0.707490, +1.000000, -1.000000, +1.000000, -0.762400, +0.755120, -0.285788, -0.911366, -0.539574, +0.115784, +1.000000, -0.630592, -0.270859]
frame=153 t= 7.650s reward=+1.005800 done=0 raw_action=[+0.441825, -0.500715, +1.000000, +0.431494, +0.548102, +0.547906, +1.000000, +0.272666, -0.351342, +0.792532, +0.227419, +1.000000, -0.427064, +0.485360, +0.598651, +0.157706, -1.000000, +0.168186, +0.918283, -0.996607, -0.229165]
frame=154 t= 7.700s reward=+0.798700 done=0 raw_action=[-0.098460, -0.242475, +1.000000, -0.589078, +0.846672, +0.181610, +1.000000, +0.346964, +1.000000, +0.876836, +0.199182, +0.502365, -0.482637, +0.466865, +0.476016, +0.632987, -1.000000, -0.172184, +0.281198, -0.808509, -0.508141]
frame=155 t= 7.750s reward=+0.907472 done=0 raw_action=[-0.269281, +0.060941, +1.000000, -0.599278, +1.000000, -0.023754, +1.000000, +0.300212, +1.000000, +0.171027, +0.192695, -0.040267, -0.364510, +0.454803, +0.186293, +0.628145, -0.754980, +0.299657, +0.091166, -0.221132, -0.618177]
frame=156 t= 7.800s reward=+1.068472 done=0 raw_action=[+0.424981, +0.790504, -0.342599, -0.963885, +1.000000, -0.310847, +1.000000, +0.257680, +0.507635, -0.515848, +0.062431, -0.243524, -0.159491, +0.298232, -0.006298, +0.330090, -0.101660, -0.629281, +0.130030, -0.541315, -0.195984]
frame=157 t= 7.850s reward=+1.078930 done=0 raw_action=[-0.068394, +0.743584, -1.000000, -1.000000, +0.926535, -0.514778, +0.876354, +0.464089, +0.009788, -1.000000, +0.541181, -0.255804, -0.156581, +0.003103, +0.743432, +0.445134, +0.015205, -0.233027, -0.092542, -0.102487, +0.131629]
frame=158 t= 7.900s reward=+1.048458 done=0 raw_action=[+0.103597, +0.888372, -0.783482, -0.918809, +0.995552, +0.020659, -0.027717, +0.986051, +0.363868, -1.000000, +0.826827, -0.720279, +0.133751, +0.033741, +0.579923, +0.226218, -0.848456, -0.044564, -0.210296, -0.327952, +0.115293]
frame=159 t= 7.950s reward=+0.722399 done=0 raw_action=[+0.474070, +0.749612, +0.111855, -1.000000, +1.000000, -0.074712, -0.257548, +0.119035, -0.072536, -1.000000, +1.000000, -0.710974, +0.049066, -0.487729, +0.898529, -0.142736, -0.406453, -0.634767, -0.335640, +0.444763, +0.202757]
frame=160 t= 8.000s reward=+1.017205 done=0 raw_action=[+0.158831, +0.988946, +0.422849, -0.813053, +1.000000, -0.948065, +0.309885, -0.235379, +0.179267, -1.000000, +1.000000, -0.771165, +0.317603, -0.410536, +0.781302, -0.184729, +0.307999, +0.056714, -0.234519, +0.173506, +0.236078]
frame=161 t= 8.050s reward=+0.908098 done=0 raw_action=[+1.000000, +0.473271, +1.000000, +0.301304, +1.000000, +0.270050, +0.014206, -0.659796, +0.277508, -1.000000, +1.000000, -1.000000, +0.241288, -0.987411, -0.242953, +0.105299, -0.378202, +0.457022, -0.093744, +0.465980, +0.275183]
frame=162 t= 8.100s reward=+1.025169 done=0 raw_action=[+0.555366, -1.000000, +1.000000, +1.000000, +1.000000, +0.581904, -0.147235, -0.085751, +0.471501, -1.000000, +0.618886, -0.573232, +0.222224, -0.811793, -0.294278, -0.113849, -0.165834, +0.767560, -0.009924, +0.619720, -0.151560]
frame=163 t= 8.150s reward=+0.077216 done=0 raw_action=[+0.277754, -1.000000, +1.000000, +0.834361, +0.943002, +0.770302, -0.310323, +1.000000, +0.482900, -1.000000, -0.470019, +0.362919, +0.824854, -0.406199, -0.041839, +0.189104, +0.290197, +0.033670, +0.063563, +0.250209, -0.206635]
frame=164 t= 8.200s reward=+0.984639 done=0 raw_action=[+0.354226, -1.000000, +1.000000, +0.869016, +1.000000, +0.530207, -0.841884, +1.000000, +0.850285, -0.980689, -1.000000, +1.000000, +0.401202, -0.433232, +0.303620, -0.088081, +0.443667, +0.235460, -0.301299, -0.228823, -0.405546]
frame=165 t= 8.250s reward=+0.987669 done=0 raw_action=[+0.038430, -1.000000, +0.973163, +0.264870, +1.000000, +0.568577, -1.000000, +0.580351, -0.224933, -0.709387, -0.929116, +0.383349, -0.426382, -0.045061, -0.038462, +0.320258, +1.000000, -0.357122, -0.364448, -0.437327, -0.080306]
