# task=cylinder
# algo=PPO
# checkpoint=/home/tan/hora/BrainCo/outputs/revo3_right/run_cylinder_v2_continue/stage1_nn/last.pth
# policy_dt_sec=0.050000
# policy_hz=20.000000
# action_semantics=delta
# action_formula=target=prev_target+(1/24)*raw_action then clamp(joint_limits)
# raw_action_definition=policy clamped delta output mu (pre delta-integration, [-1,1])
# target_definition=cur_targets (delta-accumulated + joint-limit clamped, used in PD formula)
# jointpos_definition=hand.data.joint_pos (absolute joint angles, rad)
# joint_order=0:right_index_MPR_joint, 1:right_little_MPR_joint, 2:right_middle_MPR_joint, 3:right_ring_MPR_joint, 4:right_thumb_CMP_joint, 5:right_index_MCP_joint, 6:right_little_MCP_joint, 7:right_middle_MCP_joint, 8:right_ring_MCP_joint, 9:right_thumb_CMR_joint, 10:right_index_PIP_joint, 11:right_little_PIP_joint, 12:right_middle_PIP_joint, 13:right_ring_PIP_joint, 14:right_thumb_MCP_joint, 15:right_index_DIP_joint, 16:right_little_DIP_joint, 17:right_middle_DIP_joint, 18:right_ring_DIP_joint, 19:right_thumb_PIP_joint, 20:right_thumb_DIP_joint

frame=081 t= 4.050s reward=+0.395320 done=0 jointpos=[+0.261641, -0.179856, +0.212038, -0.161392, +1.726380, +1.177583, +1.118006, +0.996473, +0.968275, +0.893593, +0.324471, +0.508127, +0.238372, +0.245172, +0.344369, +0.116617, +0.093797, +0.097684, +0.115175, +0.264474, +0.185200]
frame=082 t= 4.100s reward=+1.064628 done=0 jointpos=[+0.261041, -0.186607, +0.175045, -0.203948, +1.726601, +1.202983, +1.062034, +0.980350, +0.975509, +0.893699, +0.325836, +0.481873, +0.277541, +0.247341, +0.336818, +0.082639, +0.072758, +0.076068, +0.088880, +0.252363, +0.220370]
frame=083 t= 4.150s reward=+0.907836 done=0 jointpos=[+0.261800, -0.180470, +0.125514, -0.244771, +1.727127, +1.232148, +1.023485, +0.946206, +0.963299, +0.893951, +0.359345, +0.483398, +0.330511, +0.233861, +0.334443, +0.051634, +0.040230, +0.068113, +0.045158, +0.250181, +0.250829]
frame=084 t= 4.200s reward=+0.998239 done=0 jointpos=[+0.249563, -0.178900, +0.080933, -0.248058, +1.727966, +1.289772, +0.993346, +0.916442, +0.929547, +0.894369, +0.402829, +0.504867, +0.361141, +0.228809, +0.326432, +0.023569, +0.059212, +0.085739, +0.037129, +0.277845, +0.248984]
frame=085 t= 4.250s reward=+0.734907 done=0 jointpos=[+0.224356, -0.188804, +0.046171, -0.232482, +1.729259, +1.357661, +0.971482, +0.906542, +0.896152, +0.894946, +0.386218, +0.527561, +0.344038, +0.243413, +0.308025, +0.000088, +0.102615, +0.126101, +0.060404, +0.329836, +0.234712]
frame=086 t= 4.300s reward=+1.069968 done=0 jointpos=[+0.216585, -0.196230, +0.011300, -0.229493, +1.729411, +1.358776, +0.969964, +0.907973, +0.883660, +0.910729, +0.332832, +0.544551, +0.313075, +0.270603, +0.276114, +0.000088, +0.143921, +0.165090, +0.104122, +0.379895, +0.239379]
frame=087 t= 4.350s reward=+1.000391 done=0 jointpos=[+0.232749, -0.189744, -0.010637, -0.213997, +1.730664, +1.332784, +0.980811, +0.894142, +0.883660, +0.958670, +0.294311, +0.556848, +0.309734, +0.290591, +0.268650, +0.000088, +0.137753, +0.162888, +0.145966, +0.397202, +0.222175]
frame=088 t= 4.400s reward=+1.044333 done=0 jointpos=[+0.257250, -0.191643, +0.015535, -0.191828, +1.730723, +1.316584, +1.007276, +0.893762, +0.867181, +1.001117, +0.286337, +0.579251, +0.309549, +0.322152, +0.273031, +0.018267, +0.093992, +0.167901, +0.187033, +0.385073, +0.206648]
frame=089 t= 4.450s reward=+0.841882 done=0 jointpos=[+0.261186, -0.202242, +0.066906, -0.191418, +1.730723, +1.297500, +1.034067, +0.911970, +0.855551, +1.030471, +0.287345, +0.606457, +0.275546, +0.348033, +0.282569, +0.036942, +0.068609, +0.168334, +0.199735, +0.373891, +0.188004]
frame=090 t= 4.500s reward=+0.866566 done=0 jointpos=[+0.261800, -0.206836, +0.114631, -0.217496, +1.729998, +1.276609, +1.056463, +0.932003, +0.859876, +1.055341, +0.301007, +0.618094, +0.241167, +0.348018, +0.292818, +0.067068, +0.050103, +0.173778, +0.196042, +0.356643, +0.173627]
frame=091 t= 4.550s reward=-0.964000 done=0 jointpos=[+0.261800, -0.211136, +0.131907, -0.243240, +1.728146, +1.263971, +1.082285, +0.950577, +0.866939, +1.069108, +0.309731, +0.607368, +0.226332, +0.355354, +0.300225, +0.072169, +0.029818, +0.164474, +0.205867, +0.335806, +0.155861]
frame=092 t= 4.600s reward=+1.132504 done=0 jointpos=[+0.261800, -0.209041, +0.109167, -0.258387, +1.725714, +1.246139, +1.120530, +0.958056, +0.869584, +1.060670, +0.308622, +0.590415, +0.225421, +0.377609, +0.306888, +0.077169, +0.021923, +0.128308, +0.203657, +0.313297, +0.151626]
frame=093 t= 4.650s reward=+1.137971 done=0 jointpos=[+0.261800, -0.196977, +0.081445, -0.257377, +1.725624, +1.213738, +1.156097, +0.962872, +0.873698, +1.025250, +0.334689, +0.581890, +0.214964, +0.392958, +0.323844, +0.101938, +0.000000, +0.124467, +0.189733, +0.281434, +0.168640]
frame=094 t= 4.700s reward=+1.147497 done=0 jointpos=[+0.261800, -0.178352, +0.070974, -0.247594, +1.724717, +1.176151, +1.171631, +0.968539, +0.886667, +0.966722, +0.375528, +0.575226, +0.199726, +0.373297, +0.348033, +0.122072, +0.000000, +0.116995, +0.190634, +0.257695, +0.184473]
frame=095 t= 4.750s reward=+1.085726 done=0 jointpos=[+0.261800, -0.143018, +0.071123, -0.243065, +1.725783, +1.137515, +1.177500, +0.959369, +0.895672, +0.919565, +0.406049, +0.556094, +0.197792, +0.353681, +0.370028, +0.122176, +0.000783, +0.120402, +0.184480, +0.257912, +0.199600]
frame=096 t= 4.800s reward=+1.021792 done=0 jointpos=[+0.261800, -0.103245, +0.097043, -0.237419, +1.726736, +1.098607, +1.199538, +0.944164, +0.911926, +0.893774, +0.433409, +0.519314, +0.219440, +0.324823, +0.377290, +0.124108, +0.000783, +0.134747, +0.178598, +0.282565, +0.205007]
frame=097 t= 4.850s reward=+1.070668 done=0 jointpos=[+0.261800, -0.098034, +0.138230, -0.204234, +1.726729, +1.076470, +1.224119, +0.941511, +0.926586, +0.893784, +0.468236, +0.486075, +0.235112, +0.282488, +0.363155, +0.118351, +0.000783, +0.156865, +0.178550, +0.306789, +0.204964]
frame=098 t= 4.900s reward=+0.167286 done=0 jointpos=[+0.261800, -0.096152, +0.183226, -0.151609, +1.726840, +1.080657, +1.238615, +0.951449, +0.929922, +0.893839, +0.469413, +0.474566, +0.231005, +0.249636, +0.350786, +0.093809, +0.005193, +0.183661, +0.178225, +0.321329, +0.203290]
frame=099 t= 4.950s reward=+1.026884 done=0 jointpos=[+0.261800, -0.101553, +0.214891, -0.110258, +1.726877, +1.092342, +1.236247, +0.965116, +0.929458, +0.893824, +0.450091, +0.498375, +0.214075, +0.232278, +0.350567, +0.094580, +0.023841, +0.206349, +0.178341, +0.323420, +0.183098]
frame=100 t= 5.000s reward=+1.040537 done=0 jointpos=[+0.261800, -0.120636, +0.227726, -0.090559, +1.726835, +1.110659, +1.214807, +0.980958, +0.936359, +0.893818, +0.418255, +0.551163, +0.198875, +0.213174, +0.357296, +0.116209, +0.067032, +0.201421, +0.193497, +0.312155, +0.148197]
frame=101 t= 5.050s reward=+1.074839 done=0 jointpos=[+0.261800, -0.137232, +0.233086, -0.096850, +1.726828, +1.131454, +1.174143, +0.996796, +0.945401, +0.893807, +0.380860, +0.586710, +0.184559, +0.213617, +0.365736, +0.118836, +0.105175, +0.171018, +0.171871, +0.294030, +0.127551]
frame=102 t= 5.100s reward=+0.454775 done=0 jointpos=[+0.261800, -0.150528, +0.226347, -0.132986, +1.726811, +1.148101, +1.128577, +1.012701, +0.956971, +0.893807, +0.358710, +0.569266, +0.183653, +0.239726, +0.363855, +0.125578, +0.107820, +0.129958, +0.138908, +0.265570, +0.140391]
frame=103 t= 5.150s reward=+1.024728 done=0 jointpos=[+0.261800, -0.161216, +0.198984, -0.184073, +1.726812, +1.162879, +1.090634, +1.017713, +0.963089, +0.893796, +0.365838, +0.522524, +0.211190, +0.249734, +0.349127, +0.116582, +0.083970, +0.088626, +0.110860, +0.240321, +0.174924]
frame=104 t= 5.200s reward=+1.077252 done=0 jointpos=[+0.261757, -0.163180, +0.155649, -0.227914, +1.726844, +1.182456, +1.054451, +0.996973, +0.946305, +0.893800, +0.387847, +0.496240, +0.257797, +0.239456, +0.346301, +0.083588, +0.059900, +0.073164, +0.102437, +0.220532, +0.207581]
frame=105 t= 5.250s reward=+0.711344 done=0 jointpos=[+0.261126, -0.163180, +0.109157, -0.245998, +1.727085, +1.227575, +1.014128, +0.956338, +0.909809, +0.893921, +0.416003, +0.503111, +0.295859, +0.235509, +0.350283, +0.042574, +0.055938, +0.075519, +0.075257, +0.235496, +0.228549]
frame=106 t= 5.300s reward=+0.935505 done=0 jointpos=[+0.240928, -0.174741, +0.071004, -0.239287, +1.727896, +1.317084, +0.972174, +0.925483, +0.876847, +0.894315, +0.430673, +0.518361, +0.319421, +0.235509, +0.338371, +0.001263, +0.082736, +0.106950, +0.051799, +0.280319, +0.218499]
frame=107 t= 5.350s reward=+0.872482 done=0 jointpos=[+0.210528, -0.186055, +0.037833, -0.231716, +1.728671, +1.384098, +0.956682, +0.915744, +0.863829, +0.896701, +0.396560, +0.533828, +0.313530, +0.240428, +0.308691, +0.000348, +0.125342, +0.145765, +0.069377, +0.334742, +0.218761]
frame=108 t= 5.400s reward=+1.063916 done=0 jointpos=[+0.209520, -0.195103, +0.001197, -0.217906, +1.728750, +1.369715, +0.957248, +0.916524, +0.868999, +0.915891, +0.355312, +0.548662, +0.283805, +0.279566, +0.278177, +0.000348, +0.166564, +0.169119, +0.113712, +0.384297, +0.226555]
frame=109 t= 5.450s reward=+0.844322 done=0 jointpos=[+0.230607, -0.190330, -0.013234, -0.181117, +1.730095, +1.331758, +0.971495, +0.904518, +0.874094, +0.972707, +0.319831, +0.568230, +0.277759, +0.312479, +0.267804, +0.000348, +0.152094, +0.170359, +0.155488, +0.399395, +0.220860]
frame=110 t= 5.500s reward=+1.085519 done=0 jointpos=[+0.252619, -0.192618, +0.017763, -0.166616, +1.730084, +1.311121, +0.999805, +0.900957, +0.849592, +1.017295, +0.301070, +0.589022, +0.278282, +0.343979, +0.274239, +0.001876, +0.108839, +0.180369, +0.196879, +0.388162, +0.199438]
frame=111 t= 5.550s reward=+0.894405 done=0 jointpos=[+0.261476, -0.200994, +0.067520, -0.188995, +1.730519, +1.296280, +1.033026, +0.916953, +0.845592, +1.052773, +0.296027, +0.599707, +0.260734, +0.358660, +0.276597, +0.025595, +0.067801, +0.172847, +0.213010, +0.377694, +0.181597]
frame=112 t= 5.600s reward=+0.940382 done=0 jointpos=[+0.261542, -0.209585, +0.114996, -0.223483, +1.729572, +1.279545, +1.063702, +0.933441, +0.855485, +1.083317, +0.297417, +0.601960, +0.242788, +0.361284, +0.282749, +0.051356, +0.052083, +0.177403, +0.205080, +0.364750, +0.157607]
frame=113 t= 5.650s reward=+0.492081 done=0 jointpos=[+0.261793, -0.212166, +0.128627, -0.245371, +1.726849, +1.265711, +1.085116, +0.945487, +0.864750, +1.092134, +0.309662, +0.595379, +0.233128, +0.363468, +0.287891, +0.064231, +0.034741, +0.170596, +0.202649, +0.346105, +0.159727]
frame=114 t= 5.700s reward=+1.140397 done=0 jointpos=[+0.261800, -0.208360, +0.108479, -0.254977, +1.725062, +1.242843, +1.107958, +0.951705, +0.868213, +1.072899, +0.327332, +0.589126, +0.227668, +0.373425, +0.299660, +0.081579, +0.028018, +0.141021, +0.195051, +0.322345, +0.167812]
frame=115 t= 5.750s reward=+1.113843 done=0 jointpos=[+0.261800, -0.189350, +0.077969, -0.256168, +1.725747, +1.202811, +1.141258, +0.951630, +0.866009, +1.015810, +0.357238, +0.583056, +0.219623, +0.388209, +0.320731, +0.094518, +0.000000, +0.126367, +0.203148, +0.300349, +0.186268]
frame=116 t= 5.800s reward=-0.332781 done=0 jointpos=[+0.261800, -0.167521, +0.068452, -0.249068, +1.725347, +1.164735, +1.151103, +0.951423, +0.877497, +0.950392, +0.398285, +0.568234, +0.202959, +0.368341, +0.347729, +0.101875, +0.000000, +0.121887, +0.190109, +0.289108, +0.197890]
frame=117 t= 5.850s reward=+1.096517 done=0 jointpos=[+0.261800, -0.139396, +0.076444, -0.242408, +1.726114, +1.128170, +1.160194, +0.949562, +0.901029, +0.905577, +0.432456, +0.552555, +0.203646, +0.328177, +0.376303, +0.094250, +0.006351, +0.116273, +0.179823, +0.281027, +0.182030]
frame=118 t= 5.900s reward=-1.116287 done=0 jointpos=[+0.261800, -0.111050, +0.106183, -0.222960, +1.726228, +1.090106, +1.192457, +0.942313, +0.912679, +0.894116, +0.464521, +0.522762, +0.227517, +0.306100, +0.380158, +0.091184, +0.000154, +0.117349, +0.184856, +0.288858, +0.181448]
frame=119 t= 5.950s reward=+1.087659 done=0 jointpos=[+0.261800, -0.108073, +0.144669, -0.187331, +1.726305, +1.090968, +1.233611, +0.936600, +0.918185, +0.894166, +0.457948, +0.487695, +0.266734, +0.291685, +0.353865, +0.100896, +0.001558, +0.144787, +0.178962, +0.314787, +0.184128]
frame=120 t= 6.000s reward=+0.967355 done=0 jointpos=[+0.261800, -0.107523, +0.187013, -0.159609, +1.726320, +1.100088, +1.254039, +0.938761, +0.928750, +0.894165, +0.436824, +0.476776, +0.285800, +0.259333, +0.336552, +0.117929, +0.021781, +0.158057, +0.185826, +0.330550, +0.193581]
frame=121 t= 6.050s reward=+1.062080 done=0 jointpos=[+0.261800, -0.114636, +0.220463, -0.140191, +1.726329, +1.103084, +1.238314, +0.947933, +0.941872, +0.894156, +0.426188, +0.499408, +0.263601, +0.221495, +0.343766, +0.133307, +0.048388, +0.172333, +0.175346, +0.332239, +0.185429]
frame=122 t= 6.100s reward=+1.062986 done=0 jointpos=[+0.261800, -0.137029, +0.229028, -0.123423, +1.726321, +1.115363, +1.197111, +0.964091, +0.946633, +0.894163, +0.405494, +0.535020, +0.237997, +0.207941, +0.349594, +0.136201, +0.074973, +0.178572, +0.177247, +0.321863, +0.166002]
frame=123 t= 6.150s reward=+1.011874 done=0 jointpos=[+0.261800, -0.155391, +0.220848, -0.125211, +1.726310, +1.146923, +1.141276, +0.992195, +0.957997, +0.894141, +0.372407, +0.543977, +0.226329, +0.233236, +0.341916, +0.111385, +0.102200, +0.138926, +0.136393, +0.296227, +0.155842]
frame=124 t= 6.200s reward=+0.841344 done=0 jointpos=[+0.261734, -0.164601, +0.199658, -0.168447, +1.726304, +1.175250, +1.088245, +0.996084, +0.968466, +0.894150, +0.348571, +0.522372, +0.230853, +0.241206, +0.339021, +0.092638, +0.108116, +0.104286, +0.118981, +0.273166, +0.194939]
frame=125 t= 6.250s reward=+1.054034 done=0 jointpos=[+0.261689, -0.170893, +0.165751, -0.220152, +1.726389, +1.192018, +1.045308, +0.984728, +0.968266, +0.894195, +0.358905, +0.495671, +0.262923, +0.234475, +0.329300, +0.069981, +0.085842, +0.088284, +0.086123, +0.258975, +0.236586]
frame=126 t= 6.300s reward=+0.984630 done=0 jointpos=[+0.260248, -0.171613, +0.115163, -0.247815, +1.726869, +1.223260, +1.008396, +0.941836, +0.942552, +0.894432, +0.392368, +0.487982, +0.309315, +0.232559, +0.335243, +0.046474, +0.075450, +0.092534, +0.073901, +0.267168, +0.255515]
frame=127 t= 6.350s reward=+0.836786 done=0 jointpos=[+0.237069, -0.171613, +0.062861, -0.241381, +1.728451, +1.301996, +0.971589, +0.910906, +0.905513, +0.895217, +0.410380, +0.503008, +0.342223, +0.232559, +0.324502, +0.005125, +0.092879, +0.102467, +0.049200, +0.305239, +0.234384]
frame=128 t= 6.400s reward=+0.460227 done=0 jointpos=[+0.204586, -0.184353, +0.025679, -0.230977, +1.729139, +1.364907, +0.954060, +0.904800, +0.883732, +0.895871, +0.372303, +0.527140, +0.335402, +0.237389, +0.294529, +0.000271, +0.135912, +0.131619, +0.069937, +0.357587, +0.228429]
frame=129 t= 6.450s reward=+1.072777 done=0 jointpos=[+0.202876, -0.192684, -0.010521, -0.213544, +1.729765, +1.355504, +0.950058, +0.902896, +0.881217, +0.919385, +0.328221, +0.547768, +0.310123, +0.273508, +0.262758, +0.000271, +0.177011, +0.157559, +0.113895, +0.403249, +0.246711]
frame=130 t= 6.500s reward=+1.090634 done=0 jointpos=[+0.221338, -0.189704, -0.011954, -0.185179, +1.731045, +1.326171, +0.963734, +0.895042, +0.873078, +0.975836, +0.297623, +0.570208, +0.291510, +0.308251, +0.255104, +0.000271, +0.152808, +0.181889, +0.155120, +0.415954, +0.239674]
frame=131 t= 6.550s reward=+0.936173 done=0 jointpos=[+0.240199, -0.193517, +0.031547, -0.176314, +1.730224, +1.302814, +0.994305, +0.902269, +0.854073, +1.023766, +0.283206, +0.595226, +0.272042, +0.329575, +0.249973, +0.000316, +0.109531, +0.188420, +0.196760, +0.416522, +0.234129]
frame=132 t= 6.600s reward=+0.784843 done=0 jointpos=[+0.254142, -0.202404, +0.082470, -0.191129, +1.730162, +1.291479, +1.025264, +0.918640, +0.854566, +1.058069, +0.296629, +0.613140, +0.255810, +0.344546, +0.254100, +0.022847, +0.073273, +0.189561, +0.205878, +0.399840, +0.209062]
frame=133 t= 6.650s reward=+0.288801 done=0 jointpos=[+0.261260, -0.218055, +0.126135, -0.223614, +1.729631, +1.288923, +1.052325, +0.941101, +0.861587, +1.077890, +0.308038, +0.619343, +0.246388, +0.358515, +0.265202, +0.045617, +0.053246, +0.182500, +0.215558, +0.370441, +0.177576]
frame=134 t= 6.700s reward=+0.801577 done=0 jointpos=[+0.261800, -0.222209, +0.118573, -0.247930, +1.727166, +1.277500, +1.077934, +0.952243, +0.871629, +1.092975, +0.301973, +0.616751, +0.239368, +0.362151, +0.275678, +0.055298, +0.033841, +0.152846, +0.204566, +0.346905, +0.165511]
frame=135 t= 6.750s reward=+1.116217 done=0 jointpos=[+0.261800, -0.217221, +0.090831, -0.258753, +1.725470, +1.249297, +1.108645, +0.960567, +0.872781, +1.092573, +0.318028, +0.610032, +0.220432, +0.374191, +0.284482, +0.090006, +0.012612, +0.149386, +0.210670, +0.323624, +0.172557]
frame=136 t= 6.800s reward=+1.115250 done=0 jointpos=[+0.261800, -0.203750, +0.066445, -0.252042, +1.725271, +1.212532, +1.135024, +0.969334, +0.876733, +1.052111, +0.355274, +0.605738, +0.197944, +0.377296, +0.299712, +0.103552, -0.000000, +0.148093, +0.205598, +0.300902, +0.183835]
frame=137 t= 6.850s reward=+1.126364 done=0 jointpos=[+0.261800, -0.189553, +0.060451, -0.248470, +1.725033, +1.181874, +1.143470, +0.967705, +0.875001, +0.979735, +0.392671, +0.591093, +0.192451, +0.383905, +0.329021, +0.111138, +0.000000, +0.133925, +0.195176, +0.287776, +0.189071]
frame=138 t= 6.900s reward=-1.373896 done=0 jointpos=[+0.261706, -0.169162, +0.073439, -0.238133, +1.725992, +1.152522, +1.140797, +0.956642, +0.881534, +0.925569, +0.428527, +0.564553, +0.196919, +0.358178, +0.356521, +0.096632, +0.008964, +0.132777, +0.187823, +0.284133, +0.191793]
frame=139 t= 6.950s reward=+1.078511 done=0 jointpos=[+0.261800, -0.133236, +0.083254, -0.238158, +1.726828, +1.120301, +1.172452, +0.942781, +0.906444, +0.895218, +0.443487, +0.522649, +0.218846, +0.323404, +0.369692, +0.078065, +0.035220, +0.137317, +0.165089, +0.300290, +0.177993]
frame=140 t= 7.000s reward=+0.922259 done=0 jointpos=[+0.261800, -0.109153, +0.106744, -0.231417, +1.726137, +1.088875, +1.219198, +0.935485, +0.918030, +0.894886, +0.468146, +0.483508, +0.247483, +0.304186, +0.357461, +0.091918, +0.012506, +0.144091, +0.180701, +0.308639, +0.200065]
frame=141 t= 7.050s reward=-0.032693 done=0 jointpos=[+0.261800, -0.108640, +0.150954, -0.187136, +1.726195, +1.085370, +1.234615, +0.936739, +0.919142, +0.894883, +0.470966, +0.465846, +0.261277, +0.280393, +0.354661, +0.096563, +0.000000, +0.149515, +0.175143, +0.313611, +0.190804]
frame=142 t= 7.100s reward=-0.403173 done=0 jointpos=[+0.261800, -0.105586, +0.200165, -0.134272, +1.726152, +1.096663, +1.231863, +0.950512, +0.924729, +0.894866, +0.445541, +0.476221, +0.247753, +0.247624, +0.348483, +0.098748, +0.000000, +0.166867, +0.158832, +0.320433, +0.196356]
frame=143 t= 7.150s reward=+1.028404 done=0 jointpos=[+0.261800, -0.110504, +0.228026, -0.105738, +1.726078, +1.108816, +1.221391, +0.966430, +0.932550, +0.894823, +0.420787, +0.510143, +0.222906, +0.216565, +0.347765, +0.110225, +0.038846, +0.183452, +0.170135, +0.323930, +0.187271]
frame=144 t= 7.200s reward=+0.592106 done=0 jointpos=[+0.261800, -0.131649, +0.234651, -0.091150, +1.726028, +1.125903, +1.197546, +0.985104, +0.941704, +0.894809, +0.398666, +0.546194, +0.201807, +0.211246, +0.351620, +0.115857, +0.079934, +0.184358, +0.158408, +0.311123, +0.155987]
frame=145 t= 7.250s reward=+1.019757 done=0 jointpos=[+0.261800, -0.149963, +0.220149, -0.114244, +1.726017, +1.154840, +1.157106, +1.003215, +0.958950, +0.894787, +0.364290, +0.546620, +0.211547, +0.227428, +0.334132, +0.110604, +0.121324, +0.145789, +0.143040, +0.292802, +0.165408]
frame=146 t= 7.300s reward=+1.067204 done=0 jointpos=[+0.261800, -0.164301, +0.192348, -0.167452, +1.726023, +1.174008, +1.105672, +1.005937, +0.972848, +0.894802, +0.358736, +0.508711, +0.241792, +0.244728, +0.320211, +0.111331, +0.117204, +0.103500, +0.127269, +0.271866, +0.192550]
frame=147 t= 7.350s reward=+1.075117 done=0 jointpos=[+0.261800, -0.171431, +0.152598, -0.215811, +1.726215, +1.185951, +1.053452, +0.974696, +0.967070, +0.894900, +0.385304, +0.471677, +0.282473, +0.240479, +0.327197, +0.089511, +0.089075, +0.082270, +0.096342, +0.263719, +0.231678]
frame=148 t= 7.400s reward=-0.265634 done=0 jointpos=[+0.260150, -0.171614, +0.111474, -0.244755, +1.726480, +1.223689, +1.007849, +0.931256, +0.932021, +0.895029, +0.438227, +0.466594, +0.323976, +0.229731, +0.337763, +0.054257, +0.067934, +0.082400, +0.064166, +0.276226, +0.243027]
frame=149 t= 7.450s reward=+1.007334 done=0 jointpos=[+0.230760, -0.176144, +0.069382, -0.243034, +1.728036, +1.329536, +0.973515, +0.908677, +0.892379, +0.895843, +0.445634, +0.486427, +0.335511, +0.240085, +0.322094, +0.012855, +0.102867, +0.109101, +0.048790, +0.321198, +0.222485]
frame=150 t= 7.500s reward=+1.062806 done=0 jointpos=[+0.202053, -0.191651, +0.031492, -0.232140, +1.730191, +1.380366, +0.964002, +0.906457, +0.879124, +0.896972, +0.390133, +0.514510, +0.332105, +0.245740, +0.285446, +0.000333, +0.145062, +0.140011, +0.065436, +0.369608, +0.213213]
frame=151 t= 7.550s reward=+1.079054 done=0 jointpos=[+0.206716, -0.197357, -0.004403, -0.222682, +1.729725, +1.363199, +0.958478, +0.900674, +0.885848, +0.919547, +0.354274, +0.536288, +0.314748, +0.278653, +0.256631, +0.000333, +0.186387, +0.158291, +0.109911, +0.414656, +0.232864]
frame=152 t= 7.600s reward=+0.974018 done=0 jointpos=[+0.225956, -0.193154, -0.004930, -0.205752, +1.730581, +1.328813, +0.971342, +0.900655, +0.878523, +0.969908, +0.320302, +0.558721, +0.290863, +0.311322, +0.250094, +0.000333, +0.159273, +0.164043, +0.150736, +0.428541, +0.222744]
frame=153 t= 7.650s reward=+1.005800 done=0 jointpos=[+0.244205, -0.196824, +0.034056, -0.180138, +1.730190, +1.306454, +0.998701, +0.906693, +0.854338, +1.009915, +0.312118, +0.583543, +0.269087, +0.334905, +0.262846, +0.006621, +0.116261, +0.171148, +0.189550, +0.406767, +0.212879]
frame=154 t= 7.700s reward=+0.798700 done=0 jointpos=[+0.258727, -0.208603, +0.082449, -0.191608, +1.730231, +1.296395, +1.031263, +0.921197, +0.849414, +1.039334, +0.319303, +0.607771, +0.251268, +0.352447, +0.278764, +0.032772, +0.075389, +0.164527, +0.197679, +0.375828, +0.191778]
frame=155 t= 7.750s reward=+0.907472 done=0 jointpos=[+0.261318, -0.224279, +0.127353, -0.236571, +1.729625, +1.284983, +1.063584, +0.935586, +0.853739, +1.064308, +0.319899, +0.615967, +0.235989, +0.366141, +0.287142, +0.059007, +0.044572, +0.176306, +0.200485, +0.356410, +0.165912]
frame=156 t= 7.800s reward=+1.068472 done=0 jointpos=[+0.261800, -0.228903, +0.132179, -0.260224, +1.727763, +1.270470, +1.091622, +0.949177, +0.858378, +1.080086, +0.322453, +0.606865, +0.229135, +0.375517, +0.292742, +0.072665, +0.041875, +0.151482, +0.205721, +0.338599, +0.157519]
frame=157 t= 7.850s reward=+1.078930 done=0 jointpos=[+0.261800, -0.219130, +0.108494, -0.259609, +1.725355, +1.243386, +1.113232, +0.953710, +0.861278, +1.070067, +0.337953, +0.598779, +0.215876, +0.376486, +0.306126, +0.091148, +0.042199, +0.140845, +0.200754, +0.316259, +0.161856]
frame=158 t= 7.900s reward=+1.048458 done=0 jointpos=[+0.261800, -0.201663, +0.075073, -0.255160, +1.725806, +1.204085, +1.145967, +0.963101, +0.868041, +1.024126, +0.368613, +0.598351, +0.191731, +0.376746, +0.326507, +0.100370, +0.006023, +0.139280, +0.191452, +0.293355, +0.166184]
frame=159 t= 7.950s reward=+0.722399 done=0 jointpos=[+0.261800, -0.180269, +0.058207, -0.251721, +1.725177, +1.169357, +1.168494, +0.961823, +0.882049, +0.957451, +0.404201, +0.581084, +0.191281, +0.361276, +0.348596, +0.094745, +0.000000, +0.113656, +0.177343, +0.281866, +0.174017]
frame=160 t= 8.000s reward=+1.017205 done=0 jointpos=[+0.261800, -0.147481, +0.057641, -0.247303, +1.725905, +1.129260, +1.177392, +0.944593, +0.890768, +0.909713, +0.443883, +0.555214, +0.205873, +0.341073, +0.376201, +0.086910, +0.014449, +0.115071, +0.168186, +0.276817, +0.183574]
frame=161 t= 8.050s reward=+0.908098 done=0 jointpos=[+0.261800, -0.117567, +0.085094, -0.237587, +1.726463, +1.091835, +1.193373, +0.928977, +0.906427, +0.893541, +0.477718, +0.525136, +0.231395, +0.305001, +0.380380, +0.091067, +0.000663, +0.133478, +0.164930, +0.292930, +0.195562]
frame=162 t= 8.100s reward=+1.025169 done=0 jointpos=[+0.261800, -0.114169, +0.133797, -0.205960, +1.726432, +1.080755, +1.211439, +0.929198, +0.921289, +0.893501, +0.495350, +0.496119, +0.242738, +0.265162, +0.365978, +0.085995, +0.000732, +0.163869, +0.164788, +0.318575, +0.190495]
frame=163 t= 8.150s reward=+0.077216 done=0 jointpos=[+0.261800, -0.112143, +0.179165, -0.165698, +1.726399, +1.091351, +1.218696, +0.941130, +0.920475, +0.893489, +0.469925, +0.488915, +0.237844, +0.243301, +0.357370, +0.094354, +0.013036, +0.165839, +0.167326, +0.334144, +0.181468]
frame=164 t= 8.200s reward=+0.984639 done=0 jointpos=[+0.261800, -0.120154, +0.219197, -0.126322, +1.726346, +1.110043, +1.217961, +0.955030, +0.924266, +0.893463, +0.437151, +0.516168, +0.228257, +0.226334, +0.360060, +0.091350, +0.031627, +0.174504, +0.152405, +0.329594, +0.164213]
frame=165 t= 8.250s reward=+0.987669 done=0 jointpos=[+0.261800, -0.140051, +0.232212, -0.108800, +1.726320, +1.133519, +1.205895, +0.976202, +0.935528, +0.893431, +0.402725, +0.558468, +0.217791, +0.223352, +0.355001, +0.104300, +0.074675, +0.160976, +0.137256, +0.313235, +0.160615]
